Multi Channel Analyzer Raw Data
Version: 1

Channel: 17
[s]	[µV]
0.4412	147.176964
0.4413	143.885632
0.4414	163.089388
0.4415	162.000916
0.4416	166.847208
0.4417	168.091176
0.4418	173.429872
0.4419	180.466066
0.442	171.719416
0.4421	177.900382
0.4422	176.954448
0.4423	175.088496
0.4424	171.201096
0.4425	166.069728
0.4426	181.334252
0.4427	177.317272
0.4428	160.912444
0.4429	170.488406
0.443	176.928532
0.4431	182.617094
0.4432	181.917362
0.4433	180.401276
0.4434	189.977238
0.4435	173.352124
0.4436	175.697522
0.4437	182.681884
0.4438	172.66535
0.4439	165.706904
0.444	160.601452
0.4441	168.51879
0.4442	154.563024
0.4443	163.361506
0.4444	173.235502
0.4445	175.96964
0.4446	173.274376
0.4447	176.073304
0.4448	185.454896
0.4449	187.56705
0.445	187.411554
0.4451	180.18099
0.4452	169.503598
0.4453	165.02013
0.4454	167.080452
0.4455	183.239078
0.4456	191.64882
0.4457	189.549624
0.4458	180.971428
0.4459	193.903512
0.446	189.51075
0.4461	174.855252
0.4462	179.4683
0.4463	192.478132
0.4464	171.30476
0.4465	155.081344
0.4466	158.28197
0.4467	168.51879
0.4468	156.299396
0.4469	149.833354
0.447	161.858378
0.4471	175.567942
0.4472	168.117092
0.4473	180.56973
0.4474	168.97232
0.4475	173.31325
0.4476	165.318164
0.4477	156.40306
0.4478	164.50181
0.4479	149.6649
0.448	142.032638
0.4481	132.145684
0.4482	151.401272
0.4483	155.288672
0.4484	143.820842
0.4485	125.316818
0.4486	122.491974
0.4487	152.878484
0.4488	157.983936
0.4489	139.674282
0.449	140.438804
0.4491	137.588044
0.4492	121.61083
0.4493	125.770348
0.4494	129.06168
0.4495	133.998678
0.4496	136.007168
0.4497	134.737284
0.4498	142.641664
0.4499	134.931654
0.45	128.491528
0.4501	132.664004
0.4502	125.485272
0.4503	107.914224
0.4504	103.003142
0.4505	111.127808
0.4506	124.124682
0.4507	114.639426
0.4508	114.134064
0.4509	104.428522
0.451	106.2556
0.4511	109.287772
0.4512	98.312346
0.4513	96.563016
0.4514	107.214492
0.4515	98.817708
0.4516	103.974992
0.4517	100.256046
0.4518	93.271684
0.4519	90.213596
0.452	93.867752
0.4521	96.174276
0.4522	81.920476
0.4523	86.740852
0.4524	83.034864
0.4525	86.922264
0.4526	90.874454
0.4527	81.220744
0.4528	88.684552
0.4529	84.823068
0.453	94.282408
0.4531	76.400368
0.4532	78.408858
0.4533	84.252916
0.4534	55.019668
0.4535	69.156846
0.4536	93.323516
0.4537	89.436116
0.4538	70.828428
0.4539	76.607696
0.454	65.774808
0.4541	58.155504
0.4542	54.151482
0.4543	66.306086
0.4544	60.915558
0.4545	61.524584
0.4546	75.856132
0.4547	63.533074
