Multi Channel Analyzer Raw Data
Version: 1

Channel: 26
[s]	[µV]
0.0243	4.872208
0.0244	4.820376
0.0245	4.768544
0.0246	4.703754
0.0247	4.638964
0.0248	4.561216
0.0249	4.483468
0.025	4.392762
0.0251	4.302056
0.0252	4.198392
0.0253	4.094728
0.0254	3.991064
0.0255	3.874442
0.0256	3.75782
0.0257	3.62824
0.0258	3.49866
0.0259	3.36908
0.026	3.2395
0.0261	3.096962
0.0262	2.954424
0.0263	2.811886
0.0264	2.65639
0.0265	2.500894
0.0266	2.33244
0.0267	2.163986
0.0268	1.982574
0.0269	1.81412
0.027	1.632708
0.0271	1.438338
0.0272	1.256926
0.0273	1.062556
0.0274	0.868186
0.0275	0.686774
0.0276	0.492404
0.0277	0.285076
0.0278	0.090706
0.0279	-0.090706
0.028	-0.298034
0.0281	-0.505362
0.0282	-0.699732
0.0283	-0.90706
0.0284	-1.114388
0.0285	-1.321716
0.0286	-1.529044
0.0287	-1.723414
0.0288	-1.930742
0.0289	-2.13807
0.029	-2.33244
0.0291	-2.539768
0.0292	-2.747096
0.0293	-2.954424
0.0294	-3.161752
0.0295	-3.356122
0.0296	-3.56345
0.0297	-3.75782
0.0298	-3.95219
0.0299	-4.133602
0.03	-4.327972
0.0301	-4.509384
0.0302	-4.703754
0.0303	-4.872208
0.0304	-5.05362
0.0305	-5.222074
0.0306	-5.390528
0.0307	-5.558982
0.0308	-5.714478
0.0309	-5.869974
0.031	-6.02547
0.0311	-6.168008
0.0312	-6.323504
0.0313	-6.453084
0.0314	-6.595622
0.0315	-6.712244
0.0316	-6.841824
0.0317	-6.958446
0.0318	-7.075068
0.0319	-7.19169
0.032	-7.308312
0.0321	-7.399018
0.0322	-7.502682
0.0323	-7.58043
0.0324	-7.671136
0.0325	-7.748884
0.0326	-7.826632
0.0327	-7.891422
0.0328	-7.943254
0.0329	-7.995086
0.033	-8.03396
0.0331	-8.072834
0.0332	-8.09875
0.0333	-8.124666
0.0334	-8.137624
0.0335	-8.150582
0.0336	-8.137624
0.0337	-8.137624
0.0338	-8.124666
0.0339	-8.09875
0.034	-8.059876
0.0341	-8.021002
0.0342	-7.982128
0.0343	-7.930296
0.0344	-7.865506
0.0345	-7.800716
0.0346	-7.722968
0.0347	-7.64522
0.0348	-7.554514
0.0349	-7.463808
0.035	-7.373102
0.0351	-7.269438
0.0352	-7.152816
0.0353	-7.036194
0.0354	-6.919572
0.0355	-6.789992
0.0356	-6.660412
0.0357	-6.517874
0.0358	-6.388294
0.0359	-6.245756
0.036	-6.103218
0.0361	-5.947722
0.0362	-5.792226
0.0363	-5.63673
0.0364	-5.481234
0.0365	-5.31278
0.0366	-5.144326
0.0367	-4.962914
0.0368	-4.781502
0.0369	-4.60009
0.037	-4.418678
0.0371	-4.237266
0.0372	-4.055854
0.0373	-3.874442
0.0374	-3.69303
0.0375	-3.49866
0.0376	-3.30429
0.0377	-3.122878
0.0378	-2.928508
0.0379	-2.734138
0.038	-2.539768
0.0381	-2.345398
0.0382	-2.151028
0.0383	-1.956658
0.0384	-1.762288
0.0385	-1.567918
0.0386	-1.36059
0.0387	-1.16622
0.0388	-0.958892
0.0389	-0.764522
0.039	-0.557194
0.0391	-0.349866
0.0392	-0.142538
0.0393	0.051832
0.0394	0.246202
0.0395	0.45353
0.0396	0.6479
0.0397	0.84227
0.0398	1.03664
0.0399	1.23101
0.04	1.42538
0.0401	1.606792
0.0402	1.788204
0.0403	1.956658
0.0404	2.125112
0.0405	2.293566
0.0406	2.449062
0.0407	2.604558
0.0408	2.760054
0.0409	2.902592
0.041	3.04513
0.0411	3.187668
0.0412	3.317248
0.0413	3.446828
0.0414	3.576408
0.0415	3.69303
0.0416	3.809652
0.0417	3.926274
0.0418	4.029938
0.0419	4.133602
0.042	4.224308
0.0421	4.315014
0.0422	4.392762
0.0423	4.47051
0.0424	4.548258
0.0425	4.613048
0.0426	4.677838
0.0427	4.716712
0.0428	4.768544
0.0429	4.79446
0.043	4.820376
0.0431	4.846292
0.0432	4.85925
0.0433	4.85925
0.0434	4.85925
0.0435	4.846292
0.0436	4.820376
0.0437	4.79446
0.0438	4.755586
0.0439	4.716712
0.044	4.677838
0.0441	4.626006
0.0442	4.561216
0.0443	4.496426
0.0444	4.431636
0.0445	4.353888
0.0446	4.263182
0.0447	4.159518
0.0448	4.068812
0.0449	3.95219
0.045	3.835568
0.0451	3.705988
0.0452	3.576408
0.0453	3.43387
0.0454	3.291332
0.0455	3.135836
0.0456	2.98034
0.0457	2.824844
0.0458	2.65639
0.0459	2.487936
0.046	2.319482
0.0461	2.13807
0.0462	1.969616
0.0463	1.775246
0.0464	1.593834
0.0465	1.399464
0.0466	1.192136
0.0467	0.997766
0.0468	0.77748
0.0469	0.570152
0.047	0.349866
0.0471	0.142538
0.0472	-0.06479
0.0473	-0.298034
0.0474	-0.51832
0.0475	-0.738606
0.0476	-0.97185
0.0477	-1.205094
0.0478	-1.438338
0.0479	-1.671582
0.048	-1.904826
0.0481	-2.13807
0.0482	-2.371314
0.0483	-2.617516
0.0484	-2.85076
0.0485	-3.084004
0.0486	-3.317248
0.0487	-3.537534
0.0488	-3.770778
0.0489	-4.004022
0.049	-4.224308
0.0491	-4.457552
0.0492	-4.677838
0.0493	-4.911082
0.0494	-5.131368
0.0495	-5.351654
0.0496	-5.57194
0.0497	-5.779268
0.0498	-5.986596
0.0499	-6.193924
0.05	-6.388294
0.0501	-6.582664
0.0502	-6.764076
0.0503	-6.958446
0.0504	-7.139858
0.0505	-7.308312
0.0506	-7.489724
0.0507	-7.658178
0.0508	-7.826632
0.0509	-7.995086
0.051	-8.16354
0.0511	-8.319036
0.0512	-8.474532
0.0513	-8.61707
0.0514	-8.759608
0.0515	-8.889188
0.0516	-9.018768
0.0517	-9.148348
0.0518	-9.252012
0.0519	-9.368634
0.052	-9.472298
0.0521	-9.563004
0.0522	-9.640752
0.0523	-9.7185
0.0524	-9.796248
0.0525	-9.861038
0.0526	-9.925828
0.0527	-9.97766
0.0528	-10.029492
0.0529	-10.068366
0.053	-10.10724
0.0531	-10.133156
0.0532	-10.159072
0.0533	-10.159072
0.0534	-10.17203
0.0535	-10.17203
0.0536	-10.159072
0.0537	-10.146114
0.0538	-10.120198
0.0539	-10.094282
0.054	-10.068366
0.0541	-10.029492
0.0542	-9.97766
0.0543	-9.925828
0.0544	-9.873996
0.0545	-9.796248
0.0546	-9.731458
0.0547	-9.640752
0.0548	-9.563004
0.0549	-9.45934
0.055	-9.355676
0.0551	-9.252012
0.0552	-9.13539
0.0553	-9.00581
0.0554	-8.87623
0.0555	-8.74665
0.0556	-8.604112
0.0557	-8.461574
0.0558	-8.306078
0.0559	-8.137624
0.056	-7.96917
0.0561	-7.800716
0.0562	-7.632262
0.0563	-7.45085
0.0564	-7.269438
0.0565	-7.075068
0.0566	-6.893656
0.0567	-6.699286
0.0568	-6.491958
0.0569	-6.297588
0.057	-6.09026
0.0571	-5.869974
0.0572	-5.649688
0.0573	-5.429402
0.0574	-5.209116
0.0575	-4.975872
0.0576	-4.742628
0.0577	-4.509384
0.0578	-4.27614
0.0579	-4.042896
0.058	-3.796694
0.0581	-3.56345
0.0582	-3.317248
0.0583	-3.071046
0.0584	-2.837802
0.0585	-2.5916
0.0586	-2.358356
0.0587	-2.125112
0.0588	-1.891868
0.0589	-1.658624
0.059	-1.412422
0.0591	-1.179178
0.0592	-0.945934
0.0593	-0.699732
0.0594	-0.466488
0.0595	-0.233244
0.0596	0
0.0597	0.233244
0.0598	0.45353
0.0599	0.686774
0.06	0.90706
0.0601	1.127346
0.0602	1.347632
0.0603	1.55496
0.0604	1.762288
0.0605	1.969616
0.0606	2.176944
0.0607	2.371314
0.0608	2.565684
0.0609	2.760054
0.061	2.941466
0.0611	3.122878
0.0612	3.30429
0.0613	3.472744
0.0614	3.654156
0.0615	3.82261
0.0616	3.978106
0.0617	4.133602
0.0618	4.27614
0.0619	4.40572
0.062	4.548258
0.0621	4.66488
0.0622	4.781502
0.0623	4.898124
0.0624	5.014746
0.0625	5.11841
0.0626	5.209116
0.0627	5.299822
0.0628	5.390528
0.0629	5.468276
0.063	5.546024
0.0631	5.623772
0.0632	5.688562
0.0633	5.740394
0.0634	5.805184
0.0635	5.844058
0.0636	5.882932
0.0637	5.908848
0.0638	5.934764
0.0639	5.947722
0.064	5.947722
0.0641	5.947722
0.0642	5.947722
0.0643	5.921806
0.0644	5.908848
0.0645	5.882932
0.0646	5.844058
0.0647	5.805184
0.0648	5.76631
0.0649	5.714478
0.065	5.649688
0.0651	5.584898
0.0652	5.520108
0.0653	5.44236
0.0654	5.364612
0.0655	5.273906
0.0656	5.1832
0.0657	5.079536
0.0658	4.98883
0.0659	4.872208
0.066	4.755586
0.0661	4.638964
0.0662	4.509384
0.0663	4.379804
0.0664	4.237266
0.0665	4.094728
0.0666	3.95219
0.0667	3.796694
0.0668	3.62824
0.0669	3.472744
0.067	3.30429
0.0671	3.135836
0.0672	2.967382
0.0673	2.798928
0.0674	2.630474
0.0675	2.449062
0.0676	2.280608
0.0677	2.099196
0.0678	1.917784
0.0679	1.74933
0.068	1.567918
0.0681	1.386506
0.0682	1.205094
0.0683	1.023682
0.0684	0.829312
0.0685	0.6479
0.0686	0.45353
0.0687	0.272118
0.0688	0.077748
0.0689	-0.103664
0.069	-0.310992
0.0691	-0.505362
0.0692	-0.699732
0.0693	-0.881144
0.0694	-1.075514
0.0695	-1.256926
0.0696	-1.438338
0.0697	-1.61975
0.0698	-1.801162
0.0699	-1.982574
0.07	-2.163986
0.0701	-2.345398
0.0702	-2.513852
0.0703	-2.682306
0.0704	-2.85076
0.0705	-3.019214
0.0706	-3.187668
0.0707	-3.356122
0.0708	-3.511618
0.0709	-3.667114
0.071	-3.82261
0.0711	-3.965148
0.0712	-4.107686
0.0713	-4.237266
0.0714	-4.366846
0.0715	-4.496426
0.0716	-4.613048
0.0717	-4.716712
0.0718	-4.833334
0.0719	-4.936998
0.072	-5.040662
0.0721	-5.131368
0.0722	-5.222074
0.0723	-5.299822
0.0724	-5.37757
0.0725	-5.44236
0.0726	-5.50715
0.0727	-5.558982
0.0728	-5.610814
0.0729	-5.662646
0.073	-5.70152
0.0731	-5.727436
0.0732	-5.753352
0.0733	-5.76631
0.0734	-5.779268
0.0735	-5.792226
0.0736	-5.792226
0.0737	-5.779268
0.0738	-5.76631
0.0739	-5.753352
0.074	-5.714478
0.0741	-5.675604
0.0742	-5.63673
0.0743	-5.584898
0.0744	-5.533066
0.0745	-5.468276
0.0746	-5.403486
0.0747	-5.325738
0.0748	-5.24799
0.0749	-5.170242
0.075	-5.079536
0.0751	-4.98883
0.0752	-4.885166
0.0753	-4.781502
0.0754	-4.677838
0.0755	-4.561216
0.0756	-4.444594
0.0757	-4.327972
0.0758	-4.198392
0.0759	-4.055854
0.076	-3.926274
0.0761	-3.783736
0.0762	-3.62824
0.0763	-3.472744
0.0764	-3.30429
0.0765	-3.135836
0.0766	-2.954424
0.0767	-2.78597
0.0768	-2.604558
0.0769	-2.423146
0.077	-2.228776
0.0771	-2.047364
0.0772	-1.865952
0.0773	-1.671582
0.0774	-1.477212
0.0775	-1.269884
0.0776	-1.075514
0.0777	-0.868186
0.0778	-0.660858
0.0779	-0.45353
0.078	-0.246202
0.0781	-0.038874
0.0782	0.155496
0.0783	0.375782
0.0784	0.58311
0.0785	0.790438
0.0786	1.010724
0.0787	1.218052
0.0788	1.42538
0.0789	1.645666
0.079	1.852994
0.0791	2.060322
0.0792	2.26765
0.0793	2.474978
0.0794	2.682306
0.0795	2.889634
0.0796	3.084004
0.0797	3.291332
0.0798	3.485702
0.0799	3.680072
0.08	3.874442
0.0801	4.068812
0.0802	4.250224
0.0803	4.444594
0.0804	4.613048
0.0805	4.79446
0.0806	4.962914
0.0807	5.131368
0.0808	5.286864
0.0809	5.44236
0.081	5.597856
0.0811	5.740394
0.0812	5.882932
0.0813	6.02547
0.0814	6.168008
0.0815	6.297588
0.0816	6.41421
0.0817	6.530832
0.0818	6.647454
0.0819	6.751118
0.082	6.854782
0.0821	6.945488
0.0822	7.036194
0.0823	7.1269
0.0824	7.204648
0.0825	7.269438
0.0826	7.334228
0.0827	7.399018
0.0828	7.45085
0.0829	7.502682
0.083	7.541556
0.0831	7.58043
0.0832	7.619304
0.0833	7.64522
0.0834	7.658178
0.0835	7.671136
0.0836	7.684094
0.0837	7.671136
0.0838	7.671136
0.0839	7.658178
0.084	7.632262
0.0841	7.606346
0.0842	7.567472
0.0843	7.51564
0.0844	7.476766
0.0845	7.411976
0.0846	7.347186
0.0847	7.269438
0.0848	7.19169
0.0849	7.113942
0.085	7.023236
0.0851	6.93253
0.0852	6.828866
0.0853	6.725202
0.0854	6.621538
0.0855	6.517874
0.0856	6.401252
0.0857	6.28463
0.0858	6.168008
0.0859	6.038428
0.086	5.89589
0.0861	5.76631
0.0862	5.623772
0.0863	5.468276
0.0864	5.325738
0.0865	5.170242
0.0866	5.001788
0.0867	4.846292
0.0868	4.677838
0.0869	4.496426
0.087	4.315014
0.0871	4.133602
0.0872	3.95219
0.0873	3.770778
0.0874	3.576408
0.0875	3.394996
0.0876	3.200626
0.0877	3.006256
0.0878	2.824844
0.0879	2.630474
0.088	2.436104
0.0881	2.228776
0.0882	2.034406
0.0883	1.840036
0.0884	1.632708
0.0885	1.42538
0.0886	1.23101
0.0887	1.023682
0.0888	0.829312
0.0889	0.621984
0.089	0.427614
0.0891	0.233244
0.0892	0.025916
0.0893	-0.155496
0.0894	-0.349866
0.0895	-0.544236
0.0896	-0.725648
0.0897	-0.920018
0.0898	-1.10143
0.0899	-1.282842
0.09	-1.464254
0.0901	-1.632708
0.0902	-1.81412
0.0903	-1.982574
0.0904	-2.151028
0.0905	-2.319482
0.0906	-2.487936
0.0907	-2.65639
0.0908	-2.811886
0.0909	-2.967382
0.091	-3.122878
0.0911	-3.278374
0.0912	-3.420912
0.0913	-3.550492
0.0914	-3.69303
0.0915	-3.82261
0.0916	-3.939232
0.0917	-4.055854
0.0918	-4.172476
0.0919	-4.289098
0.092	-4.392762
0.0921	-4.483468
0.0922	-4.574174
0.0923	-4.66488
0.0924	-4.742628
0.0925	-4.807418
0.0926	-4.872208
0.0927	-4.936998
0.0928	-4.975872
0.0929	-5.027704
0.093	-5.05362
0.0931	-5.079536
0.0932	-5.105452
0.0933	-5.11841
0.0934	-5.11841
0.0935	-5.11841
0.0936	-5.105452
0.0937	-5.092494
0.0938	-5.066578
0.0939	-5.027704
0.094	-4.975872
0.0941	-4.92404
0.0942	-4.872208
0.0943	-4.820376
0.0944	-4.755586
0.0945	-4.677838
0.0946	-4.60009
0.0947	-4.522342
0.0948	-4.418678
0.0949	-4.327972
0.095	-4.224308
0.0951	-4.107686
0.0952	-4.004022
0.0953	-3.8874
0.0954	-3.75782
0.0955	-3.62824
0.0956	-3.485702
0.0957	-3.343164
0.0958	-3.200626
0.0959	-3.04513
0.096	-2.889634
0.0961	-2.734138
0.0962	-2.565684
0.0963	-2.39723
0.0964	-2.228776
0.0965	-2.047364
0.0966	-1.865952
0.0967	-1.68454
0.0968	-1.49017
0.0969	-1.2958
0.097	-1.10143
0.0971	-0.90706
0.0972	-0.71269
0.0973	-0.51832
0.0974	-0.310992
0.0975	-0.103664
0.0976	0.077748
0.0977	0.285076
0.0978	0.492404
0.0979	0.699732
0.098	0.920018
0.0981	1.127346
0.0982	1.347632
0.0983	1.55496
0.0984	1.775246
0.0985	1.995532
0.0986	2.215818
0.0987	2.436104
0.0988	2.65639
0.0989	2.876676
0.099	3.096962
0.0991	3.317248
0.0992	3.524576
0.0993	3.744862
0.0994	3.95219
0.0995	4.14656
0.0996	4.353888
0.0997	4.548258
0.0998	4.742628
0.0999	4.936998
0.1	5.11841
0.1001	5.299822
0.1002	5.481234
0.1003	5.662646
0.1004	5.8311
0.1005	5.999554
0.1006	6.168008
0.1007	6.323504
0.1008	6.491958
0.1009	6.634496
0.101	6.789992
0.1011	6.93253
0.1012	7.06211
0.1013	7.19169
0.1014	7.308312
0.1015	7.437892
0.1016	7.554514
0.1017	7.671136
0.1018	7.7748
0.1019	7.865506
0.102	7.956212
0.1021	8.046918
0.1022	8.111708
0.1023	8.189456
0.1024	8.241288
0.1025	8.306078
0.1026	8.35791
0.1027	8.396784
0.1028	8.435658
0.1029	8.474532
0.103	8.500448
0.1031	8.526364
0.1032	8.539322
0.1033	8.539322
0.1034	8.539322
0.1035	8.539322
0.1036	8.526364
0.1037	8.500448
0.1038	8.474532
0.1039	8.435658
0.104	8.396784
0.1041	8.344952
0.1042	8.29312
0.1043	8.22833
0.1044	8.150582
0.1045	8.072834
0.1046	7.995086
0.1047	7.891422
0.1048	7.800716
0.1049	7.697052
0.105	7.58043
0.1051	7.476766
0.1052	7.347186
0.1053	7.217606
0.1054	7.088026
0.1055	6.945488
0.1056	6.80295
0.1057	6.660412
0.1058	6.504916
0.1059	6.34942
0.106	6.180966
0.1061	5.999554
0.1062	5.818142
0.1063	5.63673
0.1064	5.455318
0.1065	5.260948
0.1066	5.05362
0.1067	4.85925
0.1068	4.651922
0.1069	4.444594
0.107	4.224308
0.1071	4.01698
0.1072	3.796694
0.1073	3.576408
0.1074	3.356122
0.1075	3.135836
0.1076	2.91555
0.1077	2.682306
0.1078	2.46202
0.1079	2.228776
0.108	1.995532
0.1081	1.775246
0.1082	1.542002
0.1083	1.308758
0.1084	1.075514
0.1085	0.84227
0.1086	0.609026
0.1087	0.375782
0.1088	0.12958
0.1089	-0.090706
0.109	-0.32395
0.1091	-0.557194
0.1092	-0.790438
0.1093	-1.010724
0.1094	-1.243968
0.1095	-1.464254
0.1096	-1.68454
0.1097	-1.917784
0.1098	-2.13807
0.1099	-2.358356
0.11	-2.578642
0.1101	-2.798928
0.1102	-3.006256
0.1103	-3.213584
0.1104	-3.420912
0.1105	-3.62824
0.1106	-3.82261
0.1107	-4.01698
0.1108	-4.198392
0.1109	-4.379804
0.111	-4.548258
0.1111	-4.72967
0.1112	-4.885166
0.1113	-5.05362
0.1114	-5.209116
0.1115	-5.364612
0.1116	-5.50715
0.1117	-5.649688
0.1118	-5.792226
0.1119	-5.921806
0.112	-6.051386
0.1121	-6.180966
0.1122	-6.297588
0.1123	-6.401252
0.1124	-6.504916
0.1125	-6.60858
0.1126	-6.699286
0.1127	-6.777034
0.1128	-6.854782
0.1129	-6.93253
0.113	-6.99732
0.1131	-7.06211
0.1132	-7.100984
0.1133	-7.152816
0.1134	-7.19169
0.1135	-7.217606
0.1136	-7.243522
0.1137	-7.25648
0.1138	-7.25648
0.1139	-7.25648
0.114	-7.243522
0.1141	-7.230564
0.1142	-7.204648
0.1143	-7.178732
0.1144	-7.139858
0.1145	-7.088026
0.1146	-7.049152
0.1147	-6.99732
0.1148	-6.945488
0.1149	-6.880698
0.115	-6.828866
0.1151	-6.751118
0.1152	-6.67337
0.1153	-6.582664
0.1154	-6.491958
0.1155	-6.388294
0.1156	-6.28463
0.1157	-6.168008
0.1158	-6.051386
0.1159	-5.921806
0.116	-5.792226
0.1161	-5.662646
0.1162	-5.520108
0.1163	-5.37757
0.1164	-5.222074
0.1165	-5.079536
0.1166	-4.92404
0.1167	-4.768544
0.1168	-4.60009
0.1169	-4.431636
0.117	-4.263182
0.1171	-4.094728
0.1172	-3.926274
0.1173	-3.744862
0.1174	-3.576408
0.1175	-3.394996
0.1176	-3.213584
0.1177	-3.032172
0.1178	-2.85076
0.1179	-2.669348
0.118	-2.474978
0.1181	-2.293566
0.1182	-2.099196
0.1183	-1.904826
0.1184	-1.710456
0.1185	-1.516086
0.1186	-1.321716
0.1187	-1.114388
0.1188	-0.920018
0.1189	-0.71269
0.119	-0.51832
0.1191	-0.310992
0.1192	-0.116622
0.1193	0.077748
0.1194	0.272118
0.1195	0.466488
0.1196	0.660858
0.1197	0.855228
0.1198	1.03664
0.1199	1.23101
0.12	1.412422
0.1201	1.593834
0.1202	1.762288
0.1203	1.9437
0.1204	2.112154
0.1205	2.293566
0.1206	2.46202
0.1207	2.617516
0.1208	2.78597
0.1209	2.954424
0.121	3.10992
0.1211	3.265416
0.1212	3.420912
0.1213	3.56345
0.1214	3.705988
0.1215	3.848526
0.1216	3.991064
0.1217	4.107686
0.1218	4.237266
0.1219	4.353888
0.122	4.457552
0.1221	4.561216
0.1222	4.66488
0.1223	4.755586
0.1224	4.833334
0.1225	4.92404
0.1226	5.001788
0.1227	5.079536
0.1228	5.144326
0.1229	5.209116
0.123	5.260948
0.1231	5.31278
0.1232	5.351654
0.1233	5.390528
0.1234	5.416444
0.1235	5.429402
0.1236	5.44236
0.1237	5.44236
0.1238	5.44236
0.1239	5.429402
0.124	5.403486
0.1241	5.37757
0.1242	5.338696
0.1243	5.299822
0.1244	5.24799
0.1245	5.196158
0.1246	5.131368
0.1247	5.066578
0.1248	5.001788
0.1249	4.92404
0.125	4.833334
0.1251	4.742628
0.1252	4.651922
0.1253	4.548258
0.1254	4.431636
0.1255	4.327972
0.1256	4.198392
0.1257	4.08177
0.1258	3.939232
0.1259	3.809652
0.126	3.667114
0.1261	3.524576
0.1262	3.382038
0.1263	3.226542
0.1264	3.071046
0.1265	2.91555
0.1266	2.747096
0.1267	2.5916
0.1268	2.423146
0.1269	2.254692
0.127	2.086238
0.1271	1.904826
0.1272	1.723414
0.1273	1.542002
0.1274	1.347632
0.1275	1.140304
0.1276	0.945934
0.1277	0.738606
0.1278	0.531278
0.1279	0.32395
0.128	0.116622
0.1281	-0.077748
0.1282	-0.285076
0.1283	-0.492404
0.1284	-0.71269
0.1285	-0.920018
0.1286	-1.140304
0.1287	-1.347632
0.1288	-1.567918
0.1289	-1.775246
0.129	-1.982574
0.1291	-2.20286
0.1292	-2.410188
0.1293	-2.630474
0.1294	-2.837802
0.1295	-3.04513
0.1296	-3.252458
0.1297	-3.459786
0.1298	-3.654156
0.1299	-3.861484
0.13	-4.055854
0.1301	-4.250224
0.1302	-4.444594
0.1303	-4.638964
0.1304	-4.833334
0.1305	-5.014746
0.1306	-5.196158
0.1307	-5.37757
0.1308	-5.558982
0.1309	-5.727436
0.131	-5.89589
0.1311	-6.051386
0.1312	-6.206882
0.1313	-6.34942
0.1314	-6.491958
0.1315	-6.634496
0.1316	-6.764076
0.1317	-6.893656
0.1318	-7.023236
0.1319	-7.139858
0.132	-7.243522
0.1321	-7.347186
0.1322	-7.437892
0.1323	-7.528598
0.1324	-7.606346
0.1325	-7.684094
0.1326	-7.761842
0.1327	-7.826632
0.1328	-7.891422
0.1329	-7.943254
0.133	-7.982128
0.1331	-8.021002
0.1332	-8.046918
0.1333	-8.072834
0.1334	-8.085792
0.1335	-8.085792
0.1336	-8.085792
